chr1	6429655	6441296	ENSMUSG00000103845	processed_pseudogene	-	3.0316
chr1	6487231	6860940	ENSMUSG00000033740	protein_coding	+	187.389
chr1	6861237	6864151	ENSMUSG00000103329	TEC	-	1
chr1	6910560	6911222	ENSMUSG00000104385	processed_pseudogene	+	0
chr1	6916559	6923588	ENSMUSG00000102135	processed_pseudogene	+	1.2371
chr1	6929759	6929788	ENSMUSG00000103282	processed_pseudogene	+	0
chr1	6998217	6998541	ENSMUSG00000102534	processed_pseudogene	+	.
chr1	7013762	7013920	ENSMUSG00000102213	processed_pseudogene	+	.
chr1	7035915	7037217	ENSMUSG00000103629	processed_pseudogene	+	1.2806
chr1	7088920	7173628	ENSMUSG00000051285	protein_coding	+	25.306
chr1	7136199	7136586	ENSMUSG00000098201	processed_pseudogene	-	0
chr1	7148110	7152137	ENSMUSG00000103509	TEC	+	1.4954
chr1	7177739	7179037	ENSMUSG00000048538	processed_pseudogene	+	0
chr1	7189742	7189919	ENSMUSG00000103709	processed_pseudogene	-	0.5
chr1	7265803	7265932	ENSMUSG00000077244	snoRNA	+	.
chr1	7315451	7316462	ENSMUSG00000102768	processed_pseudogene	+	0.5667
chr1	7349406	7397869	ENSMUSG00000097797	lincRNA	-	15.1058
chr1	7410679	7411993	ENSMUSG00000103498	processed_pseudogene	+	0.4361
chr1	7497968	7518149	ENSMUSG00000103067	lincRNA	+	7.3346
chr1	7591646	7591931	ENSMUSG00000102320	processed_pseudogene	+	0
chr1	7597379	7599473	ENSMUSG00000104226	processed_pseudogene	+	0.2
chr1	7664081	7664961	ENSMUSG00000103903	processed_pseudogene	+	0
chr1	7728861	7730565	ENSMUSG00000103557	processed_pseudogene	-	0.1429
chr1	8361475	9299878	ENSMUSG00000025909	protein_coding	-	266.7969
chr1	8450960	8453491	ENSMUSG00000102647	TEC	-	0.4583
chr1	8468426	8468825	ENSMUSG00000086235	processed_pseudogene	-	.
chr1	8527780	8531313	ENSMUSG00000102253	TEC	-	0.854
chr1	8588615	8588724	ENSMUSG00000093970	miRNA	-	0
chr1	8643696	8644859	ENSMUSG00000103884	TEC	-	0.6
chr1	8791923	8792162	ENSMUSG00000084353	processed_pseudogene	-	0
chr1	8815842	8816039	ENSMUSG00000103933	processed_pseudogene	+	.
chr1	8816138	8816247	ENSMUSG00000076135	miRNA	+	.
chr1	8855928	8856267	ENSMUSG00000086195	processed_pseudogene	-	1
chr1	8856763	8857102	ENSMUSG00000104504	processed_pseudogene	+	0
chr1	8962996	8963621	ENSMUSG00000066693	processed_pseudogene	-	0
chr1	9191067	9192116	ENSMUSG00000102316	TEC	-	0
chr1	9258617	9259134	ENSMUSG00000103819	processed_pseudogene	-	0
chr1	9286922	9290180	ENSMUSG00000102871	TEC	+	3.2684
chr1	9396773	9398687	ENSMUSG00000101571	processed_pseudogene	-	0.4
chr1	9439741	9440376	ENSMUSG00000104428	processed_pseudogene	-	0.2679
chr1	9450579	9451748	ENSMUSG00000102272	processed_pseudogene	+	0.4778
chr1	9458670	9458772	ENSMUSG00000065625	snRNA	+	0
chr1	9499338	9501522	ENSMUSG00000103411	processed_pseudogene	-	0
chr1	9545408	9547455	ENSMUSG00000061024	protein_coding	+	0.3096
chr1	9547948	9580673	ENSMUSG00000025911	protein_coding	+	16.5934
chr1	9560832	9631175	ENSMUSG00000079671	processed_transcript	-	36.4694
chr1	9574548	9575649	ENSMUSG00000081441	processed_pseudogene	+	3.7716
chr1	9601199	9627143	ENSMUSG00000067879	protein_coding	+	12.593
chr1	9639255	9640582	ENSMUSG00000099827	lincRNA	-	0
chr1	9667415	9700209	ENSMUSG00000025912	protein_coding	-	14.4108
chr1	9718622	9748382	ENSMUSG00000045210	protein_coding	-	5.3123
chr1	9747648	9791924	ENSMUSG00000097893	antisense	+	17.9035
chr1	9798107	9900845	ENSMUSG00000025915	protein_coding	+	34.368
chr1	9802197	9802553	ENSMUSG00000046334	processed_pseudogene	-	0.1667
chr1	9834498	9834602	ENSMUSG00000088916	snRNA	-	.
chr1	9908638	9942085	ENSMUSG00000046101	protein_coding	+	7.961
chr1	9941959	9944118	ENSMUSG00000098234	lincRNA	-	0
chr1	9942463	9942549	ENSMUSG00000093178	snoRNA	-	0
chr1	9960163	9967932	ENSMUSG00000099032	protein_coding	-	4.5192
chr1	9967314	9968687	ENSMUSG00000104025	TEC	+	0
chr1	9968624	10009136	ENSMUSG00000025916	protein_coding	-	22.6033
chr1	9982387	9992366	ENSMUSG00000087199	antisense	+	4.4382
chr1	10009814	10009917	ENSMUSG00000095780	snRNA	-	0.2
chr1	10024601	10038168	ENSMUSG00000025917	protein_coding	-	0.3111
chr1	10037987	10136768	ENSMUSG00000056763	protein_coding	+	26.7546
chr1	10057025	10057944	ENSMUSG00000102356	TEC	-	0
chr1	10137571	10232670	ENSMUSG00000067851	protein_coding	-	14.834
chr1	10166539	10166778	ENSMUSG00000088153	misc_RNA	+	0
chr1	10197081	10198802	ENSMUSG00000102556	TEC	-	0.1667
chr1	10324720	10719945	ENSMUSG00000042501	protein_coding	-	124.7632
chr1	10449245	10451989	ENSMUSG00000103810	TEC	-	0.8964
chr1	10554098	10555553	ENSMUSG00000083422	processed_pseudogene	-	0.3667
chr1	10555554	10555660	ENSMUSG00000094979	snRNA	-	0
chr1	10695123	10695614	ENSMUSG00000081417	processed_pseudogene	+	0.2
chr1	10782456	10784377	ENSMUSG00000103448	TEC	-	1.5334
chr1	10805281	10806522	ENSMUSG00000100212	processed_pseudogene	+	0
chr1	10868688	10869446	ENSMUSG00000100648	processed_pseudogene	+	.
chr1	10921670	10921760	ENSMUSG00000088585	snoRNA	+	.
chr1	10993465	11303681	ENSMUSG00000048960	protein_coding	+	139.6866
chr1	11134111	11134238	ENSMUSG00000077318	snoRNA	-	0.2679
chr1	11223566	11224174	ENSMUSG00000101827	processed_pseudogene	-	.
chr1	11363926	11366964	ENSMUSG00000103494	TEC	-	0.4525
chr1	11414105	11975901	ENSMUSG00000057715	protein_coding	+	175.192
chr1	11416918	11419388	ENSMUSG00000103825	TEC	+	1.2287
chr1	11608139	11608400	ENSMUSG00000099845	processed_pseudogene	-	0.5429
chr1	11704207	11706350	ENSMUSG00000103561	TEC	+	0
chr1	12120960	12121832	ENSMUSG00000101610	processed_pseudogene	+	0
chr1	12374936	12375042	ENSMUSG00000093864	snRNA	+	.
chr1	12425986	12426106	ENSMUSG00000098555	miRNA	+	0
chr1	12565577	12566383	ENSMUSG00000097628	processed_pseudogene	+	0
chr1	12655867	12656553	ENSMUSG00000098163	processed_pseudogene	+	0
chr1	12667563	12673090	ENSMUSG00000097171	lincRNA	+	3.0494
chr1	12670324	12671176	ENSMUSG00000101314	lincRNA	-	0.2
chr1	12692277	12861192	ENSMUSG00000016918	protein_coding	+	101.6376
chr1	12866549	12992650	ENSMUSG00000025938	protein_coding	-	64.8978
chr1	13059401	13059951	ENSMUSG00000104518	TEC	-	0
chr1	13062025	13062345	ENSMUSG00000069620	processed_pseudogene	+	0
chr1	13068838	13078662	ENSMUSG00000099498	lincRNA	+	6.3901
chr1	13113457	13127163	ENSMUSG00000042414	protein_coding	-	6.0846
chr1	13139105	13374083	ENSMUSG00000005886	protein_coding	-	65.2238
chr1	13177462	13179714	ENSMUSG00000103506	TEC	-	1.489
chr1	13234809	13236434	ENSMUSG00000103495	TEC	-	0.7667
chr1	13262198	13262279	ENSMUSG00000099183	miRNA	+	0
chr1	13289812	13290506	ENSMUSG00000102639	TEC	-	.
chr1	13297036	13298907	ENSMUSG00000104170	TEC	-	0.2679
chr1	13334498	13334609	ENSMUSG00000087782	snRNA	-	0
chr1	13343563	13348204	ENSMUSG00000103085	TEC	-	0.7667
chr1	13354483	13356730	ENSMUSG00000102664	TEC	-	0
chr1	13376070	13388413	ENSMUSG00000101476	antisense	+	9.7454
chr1	13407012	13407655	ENSMUSG00000101171	processed_pseudogene	-	0
chr1	13564698	13589910	ENSMUSG00000025935	protein_coding	-	10.7108
chr1	13623330	13660546	ENSMUSG00000025937	protein_coding	-	16.9711
chr1	13641483	13642748	ENSMUSG00000102982	TEC	-	0.7667
chr1	13668771	13701723	ENSMUSG00000067813	protein_coding	+	10.4122
chr1	13774334	13774464	ENSMUSG00000077368	snoRNA	-	0.4
chr1	13785883	13786879	ENSMUSG00000097711	processed_pseudogene	-	0.2
chr1	13846871	13849119	ENSMUSG00000102166	TEC	-	2.8155
chr1	13932378	13932685	ENSMUSG00000089358	misc_RNA	+	.
chr1	14109215	14112819	ENSMUSG00000104209	TEC	-	1.0251
chr1	14168954	14310235	ENSMUSG00000025932	protein_coding	-	98.3911
chr1	14182578	14182677	ENSMUSG00000095853	miRNA	+	.
chr1	14255552	14255990	ENSMUSG00000102588	TEC	-	0.2
chr1	14752937	14776931	ENSMUSG00000054493	antisense	+	10.1418
chr1	14753346	14755992	ENSMUSG00000025930	protein_coding	-	0.2857
chr1	14788645	14792965	ENSMUSG00000103492	TEC	+	4.4298
chr1	14839869	14840156	ENSMUSG00000081201	processed_pseudogene	-	0.5
chr1	14865072	14865965	ENSMUSG00000082193	processed_pseudogene	+	0
chr1	14872648	14918862	ENSMUSG00000032769	protein_coding	-	16.3662
chr1	15019040	15019159	ENSMUSG00000088159	snoRNA	-	.
chr1	15268802	15269797	ENSMUSG00000073737	processed_pseudogene	-	0
chr1	15287254	15723750	ENSMUSG00000092083	protein_coding	+	187.315
chr1	15364302	15365834	ENSMUSG00000102937	TEC	+	0.8846
chr1	15556249	15558337	ENSMUSG00000104149	TEC	+	2.4389
chr1	15685935	15686046	ENSMUSG00000088829	snoRNA	-	.
chr1	15757832	15757963	ENSMUSG00000077377	snoRNA	+	0.3667
chr1	15760122	15760668	ENSMUSG00000101652	processed_pseudogene	-	0.2667
chr1	15760761	15760860	ENSMUSG00000100814	processed_pseudogene	+	.
chr1	15805646	15844052	ENSMUSG00000025925	protein_coding	+	13.4762
chr1	15853331	15856499	ENSMUSG00000104379	TEC	+	0
chr1	15853862	15892722	ENSMUSG00000032719	protein_coding	-	15.3572
chr1	15879530	15879832	ENSMUSG00000088943	misc_RNA	+	0.4
chr1	16053335	16053887	ENSMUSG00000100652	processed_pseudogene	+	0.1667
chr1	16065979	16093325	ENSMUSG00000067795	protein_coding	-	8.8864
chr1	16101295	16104662	ENSMUSG00000043716	protein_coding	-	0.2
chr1	16105774	16133734	ENSMUSG00000025921	protein_coding	+	16.8839
chr1	16208197	16210517	ENSMUSG00000104165	TEC	-	1.0608
chr1	16228506	16244062	ENSMUSG00000100868	antisense	+	5.1099
chr1	16228674	16520112	ENSMUSG00000025920	protein_coding	-	87.3789
chr1	16253592	16267921	ENSMUSG00000089982	antisense	+	5.5372
chr1	16540790	16619489	ENSMUSG00000025939	protein_coding	-	12.982
chr1	16618560	16621539	ENSMUSG00000102457	TEC	+	0.9334
chr1	16641725	16657042	ENSMUSG00000079658	protein_coding	-	1.8747
chr1	16657552	16662278	ENSMUSG00000097744	lincRNA	+	0.8945
chr1	16662980	16663662	ENSMUSG00000100959	processed_pseudogene	-	0.2
chr1	16665207	16678275	ENSMUSG00000025940	protein_coding	+	1.0429
chr1	16688051	16709611	ENSMUSG00000025779	protein_coding	+	6.5742
chr1	16758205	16758623	ENSMUSG00000100093	processed_pseudogene	-	0
chr1	16768279	16770138	ENSMUSG00000091020	processed_pseudogene	-	1.0429
chr1	16898185	17091631	ENSMUSG00000101640	antisense	+	65.5484
chr1	16930970	16931796	ENSMUSG00000104133	TEC	+	0.6
chr1	16964560	17097889	ENSMUSG00000042686	protein_coding	-	47.3874
chr1	17124747	17128956	ENSMUSG00000100110	lincRNA	+	1.0858
chr1	17145362	17164271	ENSMUSG00000025777	protein_coding	+	4.8716
chr1	17168403	17173103	ENSMUSG00000099899	lincRNA	+	4.1066
chr1	17250114	17250492	ENSMUSG00000100272	processed_pseudogene	-	0
chr1	17394958	17395429	ENSMUSG00000100398	processed_pseudogene	+	0
chr1	17397412	17400281	ENSMUSG00000101589	processed_pseudogene	-	0.3
chr1	17429043	17429528	ENSMUSG00000102048	processed_pseudogene	-	0
chr1	17520001	17520111	ENSMUSG00000089534	snoRNA	+	0.7714
chr1	17601901	17630939	ENSMUSG00000067780	protein_coding	+	16.1704
chr1	17615084	17641081	ENSMUSG00000100053	antisense	-	14.4545
chr1	17676027	17727646	ENSMUSG00000085125	antisense	-	18.5324
chr1	17727045	17766344	ENSMUSG00000025776	protein_coding	+	18.238
chr1	17741915	17805417	ENSMUSG00000099895	antisense	-	24.8683
chr1	17947041	17948439	ENSMUSG00000100554	processed_pseudogene	+	0
chr1	17993010	17999622	ENSMUSG00000099473	transcribed_unprocessed_pseudogene	-	2.6691
chr1	17993813	17997483	ENSMUSG00000099591	processed_pseudogene	+	1.2584
chr1	17994462	18059056	ENSMUSG00000109887	processed_transcript	-	27.6775
chr1	18005961	18016186	ENSMUSG00000102001	unprocessed_pseudogene	-	5.9446
chr1	18048100	18058269	ENSMUSG00000101717	transcribed_unprocessed_pseudogene	-	3.2275
chr1	18115191	18145902	ENSMUSG00000025774	protein_coding	-	8.1818
chr1	18210053	18223564	ENSMUSG00000070977	unprocessed_pseudogene	-	3.6305
chr1	18236473	18237443	ENSMUSG00000073735	protein_coding	-	0.4909
chr1	18250980	18265138	ENSMUSG00000067773	protein_coding	-	7.3699
chr1	18262395	18263379	ENSMUSG00000101685	processed_pseudogene	-	0.525
chr1	18708428	18709336	ENSMUSG00000101306	processed_pseudogene	+	0.8191
chr1	18969762	18969833	ENSMUSG00000088800	snoRNA	-	0
chr1	19037266	19037377	ENSMUSG00000101644	processed_pseudogene	+	.
chr1	19062857	19063135	ENSMUSG00000099433	processed_pseudogene	+	0
chr1	19063300	19104840	ENSMUSG00000089787	antisense	-	17.547
chr1	19103022	19166346	ENSMUSG00000042596	protein_coding	+	18.7528
chr1	19153422	19153966	ENSMUSG00000100720	processed_pseudogene	-	0
chr1	19208914	19238576	ENSMUSG00000025927	protein_coding	+	2.4268
chr1	19242725	19243769	ENSMUSG00000100538	lincRNA	+	0.5429
chr1	19320226	19320697	ENSMUSG00000101117	processed_pseudogene	-	0.3096
chr1	19330939	19333184	ENSMUSG00000100204	processed_pseudogene	+	0.4
chr1	19513855	19513919	ENSMUSG00000084668	snoRNA	-	.
chr1	19614269	19616767	ENSMUSG00000102597	TEC	+	0.7667
chr1	20057779	20618064	ENSMUSG00000043760	protein_coding	-	198.9257
chr1	20062070	20065548	ENSMUSG00000104095	TEC	-	1.7596
chr1	20356452	20392300	ENSMUSG00000089914	antisense	+	11.2593
chr1	20444258	20444810	ENSMUSG00000090142	processed_pseudogene	-	0.325
chr1	20444811	20444912	ENSMUSG00000070175	snRNA	-	0
chr1	20669882	20684298	ENSMUSG00000099906	lincRNA	+	7.0145
chr1	20679010	20679082	ENSMUSG00000065559	miRNA	+	.
chr1	20682769	20682887	ENSMUSG00000065480	miRNA	+	.
chr1	20730905	20734496	ENSMUSG00000025929	protein_coding	+	1.2857
chr1	20777146	20790617	ENSMUSG00000041872	protein_coding	-	5.4013
chr1	20802968	20820312	ENSMUSG00000041859	protein_coding	-	3.4051
chr1	20821331	20822516	ENSMUSG00000099714	processed_pseudogene	+	0
chr1	20836661	20839689	ENSMUSG00000102121	lincRNA	+	0.7667
chr1	20842535	20842666	ENSMUSG00000088858	snoRNA	-	0
chr1	20888650	20890473	ENSMUSG00000097934	lincRNA	-	0.8167
chr1	20890606	20939650	ENSMUSG00000025931	protein_coding	+	17.8313
chr1	20915410	20915540	ENSMUSG00000077314	snoRNA	-	.
chr1	20945711	20946914	ENSMUSG00000100929	processed_pseudogene	+	0
chr1	20951626	20990841	ENSMUSG00000041809	protein_coding	+	17.8725
chr1	20996299	21079229	ENSMUSG00000041779	protein_coding	-	39.3888
chr1	21080114	21081748	ENSMUSG00000099971	antisense	+	1.0381
chr1	21178988	21187427	ENSMUSG00000100819	unprocessed_pseudogene	+	2.0584
chr1	21218575	21230167	ENSMUSG00000025933	protein_coding	+	3.3431
chr1	21234722	21236821	ENSMUSG00000102633	TEC	+	0.5429
chr1	21240589	21265661	ENSMUSG00000025934	protein_coding	+	12.0969
chr1	21250359	21271593	ENSMUSG00000099343	antisense	-	10.3554
chr1	21272403	21272906	ENSMUSG00000096375	unprocessed_pseudogene	+	.
chr1	21285246	21298312	ENSMUSG00000025936	transcribed_unprocessed_pseudogene	-	8.8515
chr1	21312517	21316320	ENSMUSG00000093963	unprocessed_pseudogene	-	2.4764
chr1	21349641	21352200	ENSMUSG00000067750	protein_coding	+	1.8286
chr1	21354005	21355116	ENSMUSG00000086194	unprocessed_pseudogene	+	0.2
chr1	21364803	21365030	ENSMUSG00000094436	processed_pseudogene	+	0
chr1	21368331	21370845	ENSMUSG00000041722	protein_coding	+	1.3667
chr1	21372670	21373764	ENSMUSG00000085507	unprocessed_pseudogene	+	0.6
chr1	21379555	21379782	ENSMUSG00000094926	processed_pseudogene	+	0
chr1	21383556	21386373	ENSMUSG00000085079	protein_coding	+	1.4
chr1	21390906	21391101	ENSMUSG00000085679	processed_pseudogene	+	.
chr1	21398403	21961942	ENSMUSG00000028033	protein_coding	-	194.2968
chr1	21454691	21457017	ENSMUSG00000104138	TEC	-	1.1703
chr1	21511933	21513056	ENSMUSG00000082935	processed_pseudogene	-	0
chr1	21838948	21840514	ENSMUSG00000103748	TEC	-	0.8667
chr1	21959842	21962530	ENSMUSG00000097109	lincRNA	+	0
chr1	22030064	22030615	ENSMUSG00000099692	processed_pseudogene	-	0.2
chr1	22237849	22238295	ENSMUSG00000100418	processed_pseudogene	+	0.9667
chr1	22286251	22805994	ENSMUSG00000041670	protein_coding	-	145.6917
chr1	22740764	22741565	ENSMUSG00000097642	processed_pseudogene	+	0.3334
chr1	22984863	22987125	ENSMUSG00000101468	processed_pseudogene	-	0.8679
chr1	23048295	23235673	ENSMUSG00000101227	sense_overlapping	-	85.6896
chr1	23100473	23102253	ENSMUSG00000073730	protein_coding	-	0
chr1	23245211	23245331	ENSMUSG00000089553	snoRNA	+	0.3667
chr1	23255685	23256407	ENSMUSG00000102766	TEC	-	.
chr1	23272269	23272339	ENSMUSG00000065405	miRNA	+	.
chr1	23291537	23291935	ENSMUSG00000097970	lincRNA	+	0
chr1	23291701	23291784	ENSMUSG00000065567	miRNA	+	.
chr1	23293729	23294075	ENSMUSG00000100775	lincRNA	+	0
chr1	23345956	23346599	ENSMUSG00000101226	processed_pseudogene	-	0
chr1	23366424	23397772	ENSMUSG00000026158	protein_coding	-	12.8292
chr1	23479539	23480527	ENSMUSG00000097920	processed_pseudogene	+	0.4
chr1	23574587	23596664	ENSMUSG00000099503	lincRNA	+	8.5889
chr1	23761753	23849158	ENSMUSG00000026156	protein_coding	+	31.9079
chr1	23844846	23922317	ENSMUSG00000026155	protein_coding	-	15.0457
chr1	23995939	24005656	ENSMUSG00000026154	protein_coding	-	1.5958
chr1	24005505	24005894	ENSMUSG00000102495	TEC	+	.
chr1	24011093	24100341	ENSMUSG00000026153	protein_coding	-	31.4384
chr1	24100625	24103424	ENSMUSG00000102398	TEC	+	0.4
chr1	24125275	24126141	ENSMUSG00000097670	processed_pseudogene	+	0.525
chr1	24177610	24252684	ENSMUSG00000026147	protein_coding	+	44.111
chr1	24261890	24587472	ENSMUSG00000026141	protein_coding	-	157.4004
chr1	24548841	24548977	ENSMUSG00000077463	snoRNA	-	.
chr1	24594087	24595423	ENSMUSG00000099997	processed_pseudogene	-	0.1111
chr1	24611535	24612410	ENSMUSG00000100131	unprocessed_pseudogene	-	0.0522
chr1	24612407	24612700	ENSMUSG00000067736	unprocessed_pseudogene	-	0.0267
chr1	24612775	24613119	ENSMUSG00000101939	unprocessed_pseudogene	-	0.0052
chr1	24613189	24613971	ENSMUSG00000101111	unprocessed_pseudogene	-	0.1196
chr1	24613974	24614651	ENSMUSG00000100862	unprocessed_pseudogene	-	0.104
chr1	24614885	24615565	ENSMUSG00000102070	unprocessed_pseudogene	-	0.0514
chr1	24615706	24616197	ENSMUSG00000101249	unprocessed_pseudogene	-	0.0775
chr1	24678630	24766301	ENSMUSG00000073725	protein_coding	+	22.4316
chr1	24910461	24911659	ENSMUSG00000100808	processed_pseudogene	-	0
chr1	24963209	24965158	ENSMUSG00000100483	lincRNA	-	0.3334
chr1	25011941	25012756	ENSMUSG00000100450	processed_pseudogene	+	0.4
chr1	25026581	25027232	ENSMUSG00000099392	lincRNA	-	0.125
chr1	25067476	25829707	ENSMUSG00000033569	protein_coding	-	174.6573
chr1	25223730	25224173	ENSMUSG00000080849	processed_pseudogene	+	.
chr1	25276404	25277954	ENSMUSG00000104257	TEC	-	0.3334
chr1	25279445	25279551	ENSMUSG00000096866	snRNA	-	.
chr1	25284218	25285248	ENSMUSG00000102296	TEC	-	0.45
chr1	25296512	25299886	ENSMUSG00000103209	TEC	-	0.5826
chr1	25314276	25317708	ENSMUSG00000104027	TEC	-	1.843
chr1	25325866	25328398	ENSMUSG00000102407	TEC	-	0.45
chr1	25345978	25349082	ENSMUSG00000103214	TEC	-	1.0666
chr1	25362564	25365820	ENSMUSG00000104100	TEC	-	0.8762
chr1	25451071	25451174	ENSMUSG00000084740	snRNA	+	0
chr1	25608250	25611184	ENSMUSG00000103889	TEC	-	0.3096
chr1	25614946	25615515	ENSMUSG00000101301	processed_pseudogene	-	0
chr1	25620238	25623180	ENSMUSG00000104221	TEC	-	0.2
chr1	25672245	25676239	ENSMUSG00000102250	TEC	-	0.3334
chr1	25686062	25691501	ENSMUSG00000102317	TEC	-	1.4097
chr1	25722038	25724778	ENSMUSG00000103563	TEC	-	0.2
chr1	25735389	25738969	ENSMUSG00000102465	TEC	-	1.2881
chr1	25755343	25759033	ENSMUSG00000102659	TEC	-	1.0192
chr1	25775757	25780306	ENSMUSG00000103924	TEC	-	0.675
chr1	25797281	25800905	ENSMUSG00000104132	TEC	-	2.1631
chr1	25804097	25807406	ENSMUSG00000102747	TEC	-	0.3667
chr1	25808956	25809972	ENSMUSG00000102386	TEC	-	0
chr1	25824390	25824719	ENSMUSG00000103004	TEC	-	0.1429
chr1	25830657	25831878	ENSMUSG00000104516	TEC	+	0.1429
chr1	25996604	25997159	ENSMUSG00000101618	processed_pseudogene	-	0.2
chr1	26466236	26466886	ENSMUSG00000099458	processed_pseudogene	+	0.4917
chr1	26566833	26566938	ENSMUSG00000088111	snoRNA	+	.
chr1	26681814	26687460	ENSMUSG00000073722	protein_coding	-	3.9091
chr1	26959103	26959221	ENSMUSG00000095256	rRNA	-	.
chr1	27336352	27336768	ENSMUSG00000100310	processed_pseudogene	-	0
chr1	27884046	27902396	ENSMUSG00000101514	lincRNA	+	9.1607
chr1	27900419	27901072	ENSMUSG00000101033	processed_pseudogene	-	.
chr1	27989910	27991782	ENSMUSG00000101372	processed_pseudogene	+	0.3334
chr1	28569918	28571431	ENSMUSG00000103241	TEC	+	0.825
chr1	28580499	28580772	ENSMUSG00000086240	processed_pseudogene	-	0.125
chr1	28776117	28780252	ENSMUSG00000048411	protein_coding	-	1.4762
chr1	28800240	28802721	ENSMUSG00000081557	processed_pseudogene	-	0.1667
chr1	28938036	28938339	ENSMUSG00000058590	processed_pseudogene	+	0
chr1	29219700	29220249	ENSMUSG00000101235	processed_pseudogene	+	0.1429
chr1	29280964	29281075	ENSMUSG00000064433	misc_RNA	-	.
chr1	29301480	29301579	ENSMUSG00000080625	miRNA	+	0.5
chr1	29361275	29361370	ENSMUSG00000080391	miRNA	-	.
chr1	29421488	29421612	ENSMUSG00000099257	miRNA	+	.
chr1	29484604	29485915	ENSMUSG00000099492	processed_pseudogene	-	0.4
